_key,ल्युट्,अनीयर्,ण्वुल्,तुमुन्,तव्य,तृच्,क्त्वा,ल्यप्,क्तवतुँ,क्त,शतृँ,शानच्,शतृ
06.0099,छुरणम्,"छुरणीयः,छुरणीया","छोरकः,छोरिका",छुरितुम्,"छुरितव्यः,छुरितव्या","छुरिता,छुरित्री",छुरित्वा,प्रच्छूर्य,"छुरितवान्,छुरितवती","छुरितः,छुरिता","छुरन्,छुरन्ती,छुरती",,
06.0100,स्फुटनम्,"स्फुटनीयः,स्फुटनीया","स्फोटकः,स्फोटिका",स्फुटितुम्,"स्फुटितव्यः,स्फुटितव्या","स्फुटिता,स्फुटित्री",स्फुटित्वा,प्रस्फुट्य,"स्फुटितवान्,स्फुटितवती","स्फुटितः,स्फुटिता","स्फुटन्,स्फुटन्ती,स्फुटती",,
06.0101,मुटनम्,"मुटनीयः,मुटनीया","मोटकः,मोटिका",मुटितुम्,"मुटितव्यः,मुटितव्या","मुटिता,मुटित्री",मुटित्वा,प्रमुट्य,"मुटितवान्,मुटितवती","मुटितः,मुटिता","मुटन्,मुटन्ती,मुटती",,
06.0102,त्रुटनम्,"त्रुटनीयः,त्रुटनीया","त्रोटकः,त्रोटिका",त्रुटितुम्,"त्रुटितव्यः,त्रुटितव्या","त्रुटिता,त्रुटित्री",त्रुटित्वा,प्रत्रुट्य,"त्रुटितवान्,त्रुटितवती","त्रुटितः,त्रुटिता","त्रुट्यन्,त्रुटन्,त्रुट्यन्ती,त्रुटन्ती",,
06.0103,तुटनम्,"तुटनीयः,तुटनीया","तोटकः,तोटिका",तुटितुम्,"तुटितव्यः,तुटितव्या","तुटिता,तुटित्री",तुटित्वा,प्रतुट्य,"तुटितवान्,तुटितवती","तुटितः,तुटिता","तुटन्,तुटन्ती,तुटती",,
06.0104,चुटनम्,"चुटनीयः,चुटनीया","चोटकः,चोटिका",चुटितुम्,"चुटितव्यः,चुटितव्या","चुटिता,चुटित्री",चुटित्वा,प्रचुट्य,"चुटितवान्,चुटितवती","चुटितः,चुटिता","चुटन्,चुटन्ती,चुटती",,
06.0105,छुटनम्,"छुटनीयः,छुटनीया","छोटकः,छोटिका",छुटितुम्,"छुटितव्यः,छुटितव्या","छुटिता,छुटित्री",छुटित्वा,प्रच्छुट्य,"छुटितवान्,छुटितवती","छुटितः,छुटिता","छुटन्,छुटन्ती,छुटती",,
06.0107,जुटनम्,"जुटनीयः,जुटनीया","जोटकः,जोटिका",जुटितुम्,"जुटितव्यः,जुटितव्या","जुटिता,जुटित्री",जुटित्वा,प्रजुट्य,"जुटितवान्,जुटितवती","जुटितः,जुटिता","जुटन्,जुटन्ती,जुटती",,
06.0108,कडनम्,"कडनीयः,कडनीया","काडकः,काडिका",कडितुम्,"कडितव्यः,कडितव्या","कडिता,कडित्री",कडित्वा,प्रकड्य,"कडितवान्,कडितवती","कडितः,कडिता","कडन्,कडन्ती,कडती",,
06.0109,लुटनम्,"लुटनीयः,लुटनीया","लोटकः,लोटिका",लुटितुम्,"लुटितव्यः,लुटितव्या","लुटिता,लुटित्री",लुटित्वा,प्रलुट्य,"लुटितवान्,लुटितवती","लुटितः,लुटिता","लुटन्,लुटन्ती,लुटती",,
06.0110,लुठनम्,"लुठनीयः,लुठनीया","लोठकः,लोठिका",लुठितुम्,"लुठितव्यः,लुठितव्या","लुठिता,लुठित्री",लुठित्वा,प्रलुठ्य,"लुठितवान्,लुठितवती","लुठितः,लुठिता","लुठन्,लुठन्ती,लुठती",,
06.0112,कृडनम्,"कृडनीयः,कृडनीया","कर्डकः,कर्डिका",कृडितुम्,"कृडितव्यः,कृडितव्या","कृडिता,कृडित्री",कृडित्वा,प्रकृड्य,"कृडितवान्,कृडितवती","कृडितः,कृडिता","कृडन्,कृडन्ती,कृडती",,
06.0113,कुडनम्,"कुडनीयः,कुडनीया","कोडकः,कोडिका",कुडितुम्,"कुडितव्यः,कुडितव्या","कुडिता,कुडित्री",कुडित्वा,प्रकुड्य,"कुडितवान्,कुडितवती","कुडितः,कुडिता","कुडन्,कुडन्ती,कुडती",,
06.0114,पुडनम्,"पुडनीयः,पुडनीया","पोडकः,पोडिका",पुडितुम्,"पुडितव्यः,पुडितव्या","पुडिता,पुडित्री",पुडित्वा,प्रपुड्य,"पुडितवान्,पुडितवती","पुडितः,पुडिता","पुडन्,पुडन्ती,पुडती",,
06.0115,घुटनम्,"घुटनीयः,घुटनीया","घोटकः,घोटिका",घुटितुम्,"घुटितव्यः,घुटितव्या","घुटिता,घुटित्री",घुटित्वा,प्रघुट्य,"घुटितवान्,घुटितवती","घुटितः,घुटिता","घुटन्,घुटन्ती,घुटती",,
06.0116,तुडनम्,"तुडनीयः,तुडनीया","तोडकः,तोडिका",तुडितुम्,"तुडितव्यः,तुडितव्या","तुडिता,तुडित्री",तुडित्वा,प्रतुड्य,"तुडितवान्,तुडितवती","तुडितः,तुडिता","तुडन्,तुडन्ती,तुडती",,
06.0117,थुडनम्,"थुडनीयः,थुडनीया","थोडकः,थोडिका",थुडितुम्,"थुडितव्यः,थुडितव्या","थुडिता,थुडित्री",थुडित्वा,प्रथुड्य,"थुडितवान्,थुडितवती","थुडितः,थुडिता","थुडन्,थुडन्ती,थुडती",,
06.0118,स्थुडनम्,"स्थुडनीयः,स्थुडनीया","स्थोडकः,स्थोडिका",स्थुडितुम्,"स्थुडितव्यः,स्थुडितव्या","स्थुडिता,स्थुडित्री",स्थुडित्वा,प्रस्थुड्य,"स्थुडितवान्,स्थुडितवती","स्थुडितः,स्थुडिता","स्थुडन्,स्थुडन्ती,स्थुडती",,
06.0119,खुडनम्,"खुडनीयः,खुडनीया","खोडकः,खोडिका",खुडितुम्,"खुडितव्यः,खुडितव्या","खुडिता,खुडित्री",खुडित्वा,प्रखुड्य,"खुडितवान्,खुडितवती","खुडितः,खुडिता","खुडन्,खुडन्ती,खुडती",,
06.0120,छुडनम्,"छुडनीयः,छुडनीया","छोडकः,छोडिका",छुडितुम्,"छुडितव्यः,छुडितव्या","छुडिता,छुडित्री",छुडित्वा,प्रच्छुड्य,"छुडितवान्,छुडितवती","छुडितः,छुडिता","छुडन्,छुडन्ती,छुडती",,
06.0121,स्फुरणम्,"स्फुरणीयः,स्फुरणीया","स्फोरकः,स्फोरिका",स्फुरितुम्,"स्फुरितव्यः,स्फुरितव्या","स्फुरिता,स्फुरित्री",स्फुरित्वा,प्रस्फूर्य,"स्फुरितवान्,स्फुरितवती","स्फुरितः,स्फुरिता","स्फुरन्,स्फुरन्ती,स्फुरती",,
06.0122,स्फुलनम्,"स्फुलनीयः,स्फुलनीया","स्फोलकः,स्फोलिका",स्फुलितुम्,"स्फुलितव्यः,स्फुलितव्या","स्फुलिता,स्फुलित्री",स्फुलित्वा,प्रस्फुल्य,"स्फुलितवान्,स्फुलितवती","स्फुलितः,स्फुलिता","स्फुलन्,स्फुलन्ती,स्फुलती",,
06.0123,स्फरणम्,"स्फरणीयः,स्फरणीया","स्फारकः,स्फारिका",स्फरितुम्,"स्फरितव्यः,स्फरितव्या","स्फरिता,स्फरित्री",स्फरित्वा,प्रस्फर्य,"स्फरितवान्,स्फरितवती","स्फरितः,स्फरिता","स्फरन्,स्फरन्ती,स्फरती",,
06.0124,स्फलनम्,"स्फलनीयः,स्फलनीया","स्फालकः,स्फालिका",स्फलितुम्,"स्फलितव्यः,स्फलितव्या","स्फलिता,स्फलित्री",स्फलित्वा,प्रस्फल्य,"स्फलितवान्,स्फलितवती","स्फलितः,स्फलिता","स्फलन्,स्फलन्ती,स्फलती",,
06.0125,स्फुडनम्,"स्फुडनीयः,स्फुडनीया","स्फोडकः,स्फोडिका",स्फुडितुम्,"स्फुडितव्यः,स्फुडितव्या","स्फुडिता,स्फुडित्री",स्फुडित्वा,प्रस्फुड्य,"स्फुडितवान्,स्फुडितवती","स्फुडितः,स्फुडिता","स्फुडन्,स्फुडन्ती,स्फुडती",,
06.0126,चुडनम्,"चुडनीयः,चुडनीया","चोडकः,चोडिका",चुडितुम्,"चुडितव्यः,चुडितव्या","चुडिता,चुडित्री",चुडित्वा,प्रचुड्य,"चुडितवान्,चुडितवती","चुडितः,चुडिता","चुडन्,चुडन्ती,चुडती",,
06.0127,व्रुडनम्,"व्रुडनीयः,व्रुडनीया","व्रोडकः,व्रोडिका",व्रुडितुम्,"व्रुडितव्यः,व्रुडितव्या","व्रुडिता,व्रुडित्री",व्रुडित्वा,प्रव्रुड्य,"व्रुडितवान्,व्रुडितवती","व्रुडितः,व्रुडिता","व्रुडन्,व्रुडन्ती,व्रुडती",,
06.0128,क्रुडनम्,"क्रुडनीयः,क्रुडनीया","क्रोडकः,क्रोडिका",क्रुडितुम्,"क्रुडितव्यः,क्रुडितव्या","क्रुडिता,क्रुडित्री",क्रुडित्वा,प्रक्रुड्य,"क्रुडितवान्,क्रुडितवती","क्रुडितः,क्रुडिता","क्रुडन्,क्रुडन्ती,क्रुडती",,
06.0129,भृडनम्,"भृडनीयः,भृडनीया","भर्डकः,भर्डिका",भृडितुम्,"भृडितव्यः,भृडितव्या","भृडिता,भृडित्री",भृडित्वा,प्रभृड्य,"भृडितवान्,भृडितवती","भृडितः,भृडिता","भृडन्,भृडन्ती,भृडती",,
06.0130,हुडनम्,"हुडनीयः,हुडनीया","होडकः,होडिका",हुडितुम्,"हुडितव्यः,हुडितव्या","हुडिता,हुडित्री",हुडित्वा,प्रहुड्य,"हुडितवान्,हुडितवती","हुडितः,हुडिता","हुडन्,हुडन्ती,हुडती",,
06.0131,गुरणम्,"गुरणीयः,गुरणीया","गोरकः,गोरिका",गुरितुम्,"गुरितव्यः,गुरितव्या","गुरिता,गुरित्री",गुरित्वा,प्रगूर्य,"गूर्णवान्,गूर्णवती","गूर्णः,गूर्णा",,"गुरमाणः,गुरमाणा",
06.0132,नुवनम्,"नुवनीयः,नुवनीया","नावकः,नाविका",नुवितुम्,"नुवितव्यः,नुवितव्या","नुविता,नुवित्री",नूत्वा,प्रणूय,"नूतवान्,नूतवती","नूतः,नूता","नुवन्,नुवन्ती,नुवती",,
06.0133,धुवनम्,"धुवनीयः,धुवनीया","धावकः,धाविका",धुवितुम्,"धुवितव्यः,धुवितव्या","धुविता,धुवित्री",धूत्वा,प्रधूय,"धूतवान्,धूतवती","धूतः,धूता","धुवन्,धुवन्ती,धुवती",,
06.0134,गुवनम्,"गुवनीयः,गुवनीया","गावकः,गाविका",गुतुम्,"गुतव्यः,गुतव्या","गुता,गुत्री",गुत्वा,प्रगुत्य,"गूनवान्,गूनवती","गूनः,गूना","गुवन्,गुवन्ती,गुवती",,
06.0135,ध्रुवणम्,"ध्रुवणीयः,ध्रुवणीया","ध्रावकः,ध्राविका",ध्रुतुम्,"ध्रुतव्यः,ध्रुतव्या","ध्रुता,ध्रुत्री",ध्रुत्वा,प्रध्रुत्य,"ध्रुतवान्,ध्रुतवती","ध्रुतः,ध्रुता","ध्रुवन्,ध्रुवन्ती,ध्रुवती",,
06.0137,कुवनम्,"कुवनीयः,कुवनीया","कावकः,काविका",कुवितुम्,"कुवितव्यः,कुवितव्या","कुविता,कुवित्री",कूत्वा,प्रकूय,"कूतवान्,कूतवती","कूतः,कूता",,"कुवमानः,कुवमाना",
06.0138,परणम्,"परणीयः,परणीया","पारकः,पारिका",पर्तुम्,"पर्तव्यः,पर्तव्या","पर्ता,पर्त्री",पृत्वा,प्रपृत्य,"पृतवान्,पृतवती","पृतः,पृता",,"प्रियमाणः,प्रियमाणा",
06.0139,मरणम्,"मरणीयः,मरणीया","मारकः,मारिका",मर्तुम्,"मर्तव्यः,मर्तव्या","मर्ता,मर्त्री",मृत्वा,प्रमृत्य,"मृतवान्,मृतवती","मृतः,मृता",,"म्रियमाणः,म्रियमाणा",
06.0140,रयणम्,"रयणीयः,रयणीया","रायकः,रायिका",रेतुम्,"रेतव्यः,रेतव्या","रेता,रेत्री",रित्वा,प्ररित्य,"रितवान्,रितवती","रितः,रिता","रियन्,रियन्ती,रियती",,
06.0141,पयनम्,"पयनीयः,पयनीया","पायकः,पायिका",पेतुम्,"पेतव्यः,पेतव्या","पेता,पेत्री",पित्वा,प्रपित्य,"पितवान्,पितवती","पितः,पिता","पियन्,पियन्ती,पियती",,
06.0142,धयनम्,"धयनीयः,धयनीया","धायकः,धायिका",धेतुम्,"धेतव्यः,धेतव्या","धेता,धेत्री",धित्वा,प्रधित्य,"धितवान्,धितवती","धितः,धिता","धियन्,धियन्ती,धियती",,
06.0143,क्षयणम्,"क्षयणीयः,क्षयणीया","क्षायकः,क्षायिका",क्षेतुम्,"क्षेतव्यः,क्षेतव्या","क्षेता,क्षेत्री",क्षित्वा,प्रक्षीय,"क्षीणवान्,क्षितवान्,क्षीणवती,क्षितवती","क्षीणः,क्षितः,क्षीणा,क्षिता","क्षियन्,क्षियन्ती,क्षियती",,
06.0144,सवनम्,"सवनीयः,सवनीया","सावकः,साविका",सवितुम्,"सवितव्यः,सवितव्या","सविता,सवित्री",सूत्वा,प्रसूय,"सूतवान्,सूतवती","सूतः,सूता","सुवन्,सुवन्ती,सुवती",,
06.0145,करणम्,"करणीयः,करणीया","कारकः,कारिका","करितुम्,करीतुम्","करितव्यः,करीतव्यः,करितव्या,करीतव्या","करिता,करीता,करित्री,करीत्री",कीर्त्वा,प्रकीर्य,"कीर्णवान्,कीर्णवती","कीर्णः,कीर्णा","किरन्, किरन्ती, किरती",,
06.0146,"गलनम्,गरणम्","गलनीयः,गरणीयः,गलनीया,गरणीया","गालकः,गारकः,गालिका,गारिका","गलितुम्,गरितुम्,गलीतुम्,गरीतुम्","गलितव्यः,गरितव्यः,गलीतव्यः,गरीतव्यः,गलितव्या,गरितव्या,गलीतव्या,गरीतव्या","गलिता,गरिता,गलीता,गरीता,गलित्री,गरित्री,गलीत्री,गरीत्री",गीर्त्वा,प्रगीर्य,"गीर्णवान्,गीर्णवती","गीर्णः,गीर्णा","गिरन्,गिरन्ती,गिरती",,
06.0147,दरणम्,"दरणीयः,दरणीया","दारकः,दारिका",दर्तुम्,"दर्तव्यः,दर्तव्या","दर्ता,दर्त्री",दृत्वा,प्रदृत्य,"दृतवान्,दृतवती","दृतः,दृता",,"द्रियमाणः,द्रियमाणा",
06.0148,धरणम्,"धरणीयः,धरणीया","धारकः,धारिका",धर्तुम्,"धर्तव्यः,धर्तव्या","धर्ता,धर्त्री",धृत्वा,प्रधृत्य,"धृतवान्,धृतवती","धृतः,धृता",,"ध्रियमाणः,ध्रियमाणा",
06.0149,प्रच्छनम्,"प्रच्छनीयः,प्रच्छनीया","प्रच्छकः,प्रच्छिका",प्रष्टुम्,"प्रष्टव्यः,प्रष्टव्या","प्रष्टा,प्रष्ट्री",पृष्ट्वा,प्रपृच्छ्य,"पृष्टवान्,पृष्टवती","पृष्टः,पृष्टा",,,"पृच्छन्,पृच्छन्ती,पृच्छती"
06.0150,सर्जनम्,"सर्जनीयः,सर्जनीया","सर्जकः,सर्जिका",स्रष्टुम्,"स्रष्टव्यः,स्रष्टव्या","स्रष्टा,स्रष्ट्री",सृष्ट्वा,प्रसृज्य,"सृष्टवान्,सृष्टवती","सृष्टः,सृष्टा","सृजन्,सृजन्ती,सृजती",,
06.0152,रोजनम्,"रोजनीयः,रोजनीया","रोजकः,रोजिका",रोक्तुम्,"रोक्तव्यः,रोक्तव्या","रोक्ता,रोक्त्री",रुक्त्वा,प्ररुज्य,"रुग्णवान्,रुग्णवती","रुग्णः,रुग्णा","रुजन्,रुजन्ती,रुजती",,
06.0153,भोजनम्,"भोजनीयः,भोजनीया","भोजकः,भोजिका",भोक्तुम्,"भोक्तव्यः,भोक्तव्या","भोक्ता,भोक्त्री",भुक्त्वा,प्रभुज्य,"भुक्तवान्,भुक्तवती","भुग्नः,भुग्ना","भुञ्जन्,भुञ्जती",,
06.0154,छोपनम्,"छोपनीयः,छोपनीया","छोपकः,छोपिका",छोप्तुम्,"छोप्तव्यः,छोप्तव्या","छोप्ता,छोप्त्री",छुप्त्वा,प्रच्छुप्य,"छुप्तवान्,छुप्तवती","छुप्तः,छुप्ता","छुपन्,छुपन्ती,छुपती",,
06.0155,रोशनम्,"रोशनीयः,रोशनीया","रोशकः,रोशिका",रोष्टुम्,"रोष्टव्यः,रोष्टव्या","रोष्टा,रोष्ट्री",रुष्ट्वा,प्ररुश्य,"रुष्टवान्,रुष्टवती","रुष्टः,रुष्टा","रुशन्,रुशन्ती,रुशती",,
06.0156,रेशनम्,"रेशनीयः,रेशनीया","रेशकः,रेशिका",रेष्टुम्,"रेष्टव्यः,रेष्टव्या","रेष्टा,रेष्ट्री",रिष्ट्वा,प्ररिश्य,"रिष्टवान्,रिष्टवती","रिष्टः,रिष्टा","रिशन्,रिशन्ती,रिशती",,
06.0157,लेशनम्,"लेशनीयः,लेशनीया","लेशकः,लेशिका",लेष्टुम्,"लेष्टव्यः,लेष्टव्या","लेष्टा,लेष्ट्री",लिष्ट्वा,प्रलिश्य,"लिष्टवान्,लिष्टवती","लिष्टः,लिष्टा","लिशन्,लिशन्ती,लिशती",,
06.0158,स्पर्शनम्,"स्पर्शनीयः,स्पर्शनीया","स्पर्शकः,स्पर्शिका","स्पर्ष्टुम्,स्प्रष्टुम्","स्पर्ष्टव्यः,स्प्रष्टव्यः,स्पर्ष्टव्या,स्प्रष्टव्या","स्पर्ष्टा,स्प्रष्टा,स्पर्ष्ट्री,स्प्रष्ट्री",स्पृष्ट्वा,प्रस्पृश्य,"स्पृष्टवान्,स्पृष्टवती","स्पृष्टः,स्पृष्टा","स्पृशन्,स्पृशन्ती,स्पृशती",,
06.0160,वेशनम्,"वेशनीयः,वेशनीया","वेशकः,वेशिका",वेष्टुम्,"वेष्टव्यः,वेष्टव्या","वेष्टा,वेष्ट्री",विष्ट्वा,प्रविश्य,"विष्टवान्,विष्टवती","विष्टः,विष्टा","विशन्,विशन्ती,विशती",,
06.0161,मर्शनम्,"मर्शनीयः,मर्शनीया","मर्शकः,मर्शिका","मर्ष्टुम्,म्रष्टुम्","मर्ष्टव्यः,म्रष्टव्यः,मर्ष्टव्या,म्रष्टव्या","मर्ष्टा,म्रष्टा,मर्ष्ट्री,म्रष्ट्री",मृष्ट्वा,प्रमृश्य,"मृष्टवान्,मृष्टवती","मृष्टः,मृष्टा","मृशन्,मृशन्ती,मृशती",,
06.0162,नोदनम्,"नोदनीयः,नोदनीया","नोदकः,नोदिका",नोत्तुम्,"नोत्तव्यः,नोत्तव्या","नोत्ता,नोत्त्री",नुत्त्वा,प्रणुद्य,"नुत्तवान्,नुन्नवान्,नुत्तवती,नुन्नवती","नुत्तः,नुन्नः,नुत्ता,नुन्ना","नुदन्,नुदन्ती,नुदती",,
06.0163,सदनम्,"सदनीयः,सदनीया","सादकः,सादिका",सत्तुम्,"सत्तव्यः,सत्तव्या","सत्ता,सत्त्री",सत्त्वा,प्रसद्य,"सन्नवान्,सन्नवती","सन्नः,सन्ना","सीदन्,सीदन्ती,सीदती",,
06.0164,शदनम्,"शदनीयः,शदनीया","शादकः,शादिका",शत्तुम्,"शत्तव्यः,शत्तव्या","शत्ता,शत्त्री",शत्त्वा,प्रशद्य,"शन्नवान्,शन्नवती","शन्नः,शन्ना","शीयन्,शीयन्ती,शीयती",,
06.0166,मोचनम्,"मोचनीयः,मोचनीया","मोचकः,मोचिका",मोक्तुम्,"मोक्तव्यः,मोक्तव्या","मोक्ता,मोक्त्री",मुक्त्वा,प्रमुच्य,"मुक्तवान्,मुक्तवती","मुक्तः,मुक्ता","मुञ्चन्,मुञ्चन्ती,मुञ्चती","मुञ्चमानः,मुञ्चमाना",
06.0167,लोपनम्,"लोपनीयः,लोपनीया","लोपकः,लोपिका",लोप्तुम्,"लोप्तव्यः,लोप्तव्या","लोप्ता,लोप्त्री",लुप्त्वा,प्रलुप्य,"लुप्तवान्,लुप्तवती","लुप्तः,लुप्ता","लुम्पन्,लुम्पन्ती,लुम्पती","लुम्पमानः,लुम्पमाना",
06.0168,वेदनम्,"वेदनीयः,वेदनीया","वेदकः,वेदिका",वेत्तुम्,"वेत्तव्यः,वेत्तव्या","वेत्ता,वेत्त्री",वित्त्वा,प्रविद्य,"वित्तवान्,विन्नवान्,वित्तवती,विन्नवती","वित्तः,विन्नः,वित्ता,विन्ना",,"विन्दानः,विन्दाना",
06.0169,लेपनम्,"लेपनीयः,लेपनीया","लेपकः,लेपिका",लेप्तुम्,"लेप्तव्यः,लेप्तव्या","लेप्ता,लेप्त्री",लिप्त्वा,प्रलिप्य,"लिप्तवान्,लिप्तवती","लिप्तः,लिप्ता","लिम्पन्,लिम्पन्ती,लिम्पती","लिम्पमानः,लिम्पमाना",
06.0170,सेचनम्,"सेचनीयः,सेचनीया","सेचकः,सेचिका",सेक्तुम्,"सेक्तव्यः,सेक्तव्या","सेक्ता,सेक्त्री",सिक्त्वा,प्रसिच्य,"सिक्तवान्,सिक्तवती","सिक्तः,सिक्ता","सिञ्चन्,सिञ्चन्ती,सिञ्चती","सिञ्चमानः,सिञ्चमाना",
06.0171,कर्तनम्,"कर्तनीयः,कर्तनीया","कर्तकः,कर्तिका",कर्तितुम्,"कर्तितव्यः,कर्तितव्या","कर्तिता,कर्तित्री",कर्तित्वा,प्रकृत्य,"कृत्तवान्,कृत्तवती","कृत्तः,कृत्ता","कृन्तन्,कृन्तती",,
06.0172,खेदनम्,"खेदनीयः,खेदनीया","खेदकः,खेदिका",खेत्तुम्,"खेत्तव्यः,खेत्तव्या","खेत्ता,खेत्त्री",खित्त्वा,प्रखिद्य,"खिन्नवान्,खिन्नवती","खिन्नः,खिन्ना",,"खिन्दानः,खिन्दाना",
06.0173,पेशनम्,"पेशनीयः,पेशनीया","पेशकः,पेशिका",पेशयितुम्,"पेशयितव्यः,पेशयितव्या","पेशयिता,पेशयित्री",पेशयित्वा,प्रपेश्य,"पेशितवान्,पेशितवती","पेशितः,पेशिता","पेशयन्,पेशयन्ती","पेशयमानः,पेशयमाना",
07.0001,रोधनम्,"रोधनीयः,रोधनीया","रोधकः,रोधिका",रोद्धुम्,"रोद्धव्यः,रोद्धव्या","रोद्धा,रोद्ध्री",रुद्ध्वा,प्ररुध्य,"रुद्धवान्,रुद्धवती","रुद्धः,रुद्धा","रुन्धन्,रुन्धती","रुन्धानः,रुन्धाना",
07.0002,भेदनम्,"भेदनीयः,भेदनीया","भेदकः,भेदिका",भेत्तुम्,"भेत्तव्यः,भेत्तव्या","भेत्ता,भेत्त्री",भित्त्वा,प्रभिद्य,"भिन्नवान्,भिन्नवती","भिन्नः,भित्तः,भिन्ना,भित्ता","भिन्दन्,भिन्दती","भिन्दानः,भिन्दाना",
07.0003,छेदनम्,"छेदनीयः,छेदनीया","छेदकः,छेदिका",छेत्तुम्,"छेत्तव्यः,छेत्तव्या","छेत्ता,छेत्त्री",छित्त्वा,प्रच्छिद्य,"छिन्नवान्,छिन्नवती","छिन्नः,छिन्ना","छिन्दन्,छिन्दती","छिन्दानः,छिन्दाना",
07.0004,रेचनम्,"रेचनीयः,रेचनीया","रेचकः,रेचिका",रेक्तुम्,"रेक्तव्यः,रेक्तव्या","रेक्ता,रेक्त्री",रिक्त्वा,प्ररिच्य,"रिक्तवान्,रिक्तवती","रिक्तः,रिक्ता","रिञ्चन्,रिञ्चती","रिञ्चानः,रिञ्चाना",
07.0005,वेचनम्,"वेचनीयः,वेचनीया","वेचकः,वेचिका",वेक्तुम्,"वेक्तव्यः,वेक्तव्या","वेक्ता,वेक्त्री",विक्त्वा,प्रविच्य,"विक्तवान्,विक्तवती","विक्तः,विक्ता","विञ्चन्,विञ्चती","विञ्चानः,विञ्चाना",
07.0006,क्षोदनम्,"क्षोदनीयः,क्षोदनीया","क्षोदकः,क्षोदिका",क्षोत्तुम्,"क्षोत्तव्यः,क्षोत्तव्या","क्षोत्ता,क्षोत्त्री",क्षुत्त्वा,प्रक्षुद्य,"क्षुण्णवान्,क्षुण्णवती","क्षुण्णः,क्षुण्णा","क्षुन्दन्,क्षुन्दती","क्षुन्दानः,क्षुन्दाना",
07.0007,योजनम्,"योजनीयः,योजनीया","योजकः,योजिका",योक्तुम्,"योक्तव्यः,योक्तव्या","योक्ता,योक्त्री",युक्त्वा,प्रयुज्य,"युक्तवान्,युक्तवती","युक्तः,युक्ता","युञ्जन्,युञ्जती","युञ्जानः,युञ्जाना",
07.0008,छर्दनम्,"छर्दनीयः,छर्दनीया","छर्दकः,छर्दिका",छर्दितुम्,"छर्दितव्यः,छर्दितव्या","छर्दिता,छर्दित्री","छर्दित्वा,छृत्त्वा",प्रच्छृद्य,"छृण्णवान्,छृण्णवती","छृण्णः,छृण्णा","छृन्दन्,छृन्दती","छृन्दानः,छृन्दाना",
07.0009,तर्दनम्,"तर्दनीयः,तर्दनीया","तर्दकः,तर्दिका",तर्दितुम्,"तर्दितव्यः,तर्दितव्या","तर्दिता,तर्दित्री","तर्दित्वा,तृत्त्वा",प्रतृद्य,"तृण्णवान्,तृण्णवती","तृण्णः,तृण्णा","तृन्दन्,तृन्दती","तृन्दानः,तृन्दाना",
07.0011,इन्धनम्,"इन्धनीयः,इन्धनीया","इन्धकः,इन्धिका",इन्धितुम्,"इन्धितव्यः,इन्धितव्या","इन्धिता,इन्धित्री",इन्धित्वा,प्र इध्य,"इद्धवान्,इद्धवती","इद्धः,इद्धा",,"इन्धानः,इन्धाना",
07.0014,शेषणम्,"शेषणीयः,शेषणीया","शेषकः,शेषिका",शेष्टुम्,"शेष्टव्यः,शेष्टव्या","शेष्टा,शेष्ट्री",शिष्ट्वा,प्रशिष्य,"शिष्टवान्,शिष्टवती","शिष्टः,शिष्टा","शिंषन्,शिंषती",,
07.0015,पेषणम्,"पेषणीयः,पेषणीया","पेषकः,पेषिका",पेष्टुम्,"पेष्टव्यः,पेष्टव्या","पेष्टा,पेष्ट्री",पिष्ट्वा,प्रपिष्य,"पिष्टवान्,पिष्टवती","पिष्टः,पिष्टा","पिंषन्,पिंषती",,
07.0016,भञ्जनम्,"भञ्जनीयः,भञ्जनीया","भञ्जकः,भञ्जिका",भङ्क्तुम्,"भङ्क्तव्यः,भङ्क्तव्या","भङ्क्ता,भङ्क्त्री","भङ्क्त्वा,भक्त्वा",प्रभज्य,"भग्नवान्,भग्नवती","भग्नः,भग्ना","भञ्जन्,भञ्जती",,
07.0018,तर्हणम्,"तर्हणीयः,तर्हणीया","तर्हकः,तर्हिका",तर्हितुम्,"तर्हितव्यः,तर्हितव्या","तर्हिता,तर्हित्री",तर्हित्वा,प्रतृह्य,"तृहितवान्,तृहितवती","तृहितः,तृहिता","तृंहन्,तृंहती",,
07.0019,हिंसनम्,"हिंसनीयः,हिंसनीया","हिंसकः,हिंसिका",हिंसितुम्,"हिंसितव्यः,हिंसितव्या","हिंसिता,ह्य्ंसित्री",हिंसित्वा,प्रहिंस्य,"हिंसितवान्,हिंसितवती","हिंसितः,हिंसिता","हिंसन्,हिंसती",,
07.0020,उन्दनम्,"उन्दनीयः,उन्दनीया","उन्दकः,उन्दिका",उन्दितुम्,"उन्दितव्यः,उन्दितव्या","उन्दिता,उन्दित्री",उन्दित्वा,प्र उद्य,"उत्तवान्,उन्नवान्,उत्तवती,उन्नवती","उत्तः,उन्नः,उत्ता,उन्ना","उन्दन्,उन्दती",,
07.0021,अञ्जनम्,"अञ्जनीयः,अञ्जनीया","अञ्जकः,अञ्जिका","अञ्जितुम्,अङ्क्तुम्","अञ्जितव्यः,अङ्क्तव्यः,अञ्जितव्या,अङ्क्तव्या","अञ्जिता,अङ्क्ता,अञ्जित्री,अङ्क्त्री","अञ्जित्वा,अङ्क्त्वा,अक्त्वा",प्राज्य,"अक्तवान्,अक्तवती","अक्तः,अक्ता","अञ्जन्,अञ्जती",,
